text_stemmed_x,sentiment_score_googleNLP,sentiment_googleNLP,text_stemmed_y,sentiment_score_indoBERT,sentiment_indoBERT
bab modelling ajar arah aplikasi blender product bingung operasi ajar hasil ajar teman paham modelling product kali moga depan paham operasi aplikasi blender bab 1 alam asistensi asprak alhamdulillah jalan lancar cepat ac,1,1,bab modelling ajar arah aplikasi blender product bingung operasi ajar hasil ajar teman paham modelling product kali moga depan paham operasi aplikasi blender bab 1 alam asistensi asprak alhamdulillah jalan lancar cepat ac,0.541588544845581,1
benerbener mah kalo orangorang ngajari stres berat ya alhamdulillah disyukurihidup dirasain proses instan percaya kalo kuat semangat,1,1,benerbener mah kalo orangorang ngajari stres berat ya alhamdulillah disyukurihidup dirasain proses instan percaya kalo kuat semangat,0.9250315427780152,1
pilih judul ragu opsi judul cari opsi judul pakai teman tentu judul kali aju judul spreadsheet judul teman harus konfirmasi judul sih beri tantang putus aju judul terima judul pilih mudah saya paham erti fiturfitur aplikasi blender bantu video tutorial youtube browsing internet selesai tugas imgv judul pilih,0,1,pilih judul ragu opsi judul cari opsi judul pakai teman tentu judul kali aju judul spreadsheet judul teman harus konfirmasi judul sih beri tantang putus aju judul terima judul pilih mudah saya paham erti fiturfitur aplikasi blender bantu video tutorial youtube browsing internet selesai tugas imgv judul pilih,0.8313912749290466,0
sulit bab modelling minim artikel video tutorial judul coba temanteman ubah bentuk senang ajar aplikasi blender aplikasi butuh model tiru objek tampil digital selesai bab modelling bantu asisten praktikum imgv bantu proses modelling demontrasi bilang alat pada jadi duga hadap bab,0,-1,sulit bab modelling minim artikel video tutorial judul coba temanteman ubah bentuk senang ajar aplikasi blender aplikasi butuh model tiru objek tampil digital selesai bab modelling bantu asisten praktikum imgv bantu proses modelling demontrasi bilang alat pada jadi duga hadap bab,0.747187077999115,0
materi 3d tarik tantang inovasi baru kembang kali aplikasi blender sulit nali fitur fitur aplikasi blender fitur fitur kenal detail bingung implementasi langkah langkah tutorial dalam modelling giat asistensi validasi asisten praktikum jalan lancar demonstrasi alami kendala laptop giat asistensi jalan lancar,-1,-1,materi 3d tarik tantang inovasi baru kembang kali aplikasi blender sulit nali fitur fitur aplikasi blender fitur fitur kenal detail bingung implementasi langkah langkah tutorial dalam modelling giat asistensi validasi asisten praktikum jalan lancar demonstrasi alami kendala laptop giat asistensi jalan lancar,0.8809834122657776,0
materi materi sulit mdelling dasar aplikasi blender tau dasar nya mudah 3d aplikasi blender,1,1,materi materi sulit mdelling dasar aplikasi blender tau dasar nya mudah 3d aplikasi blender,0.4797210693359375,-1
kasih tugas 3d oke 45 kasih tau selesain bab minggu situ panik cepat aju judul biar kayak teman sumpah tuh pusing banget gambar buat kayak cari referensi putus bikin gunung rap buru ngisi gform panik salah tanggal huhuhu gapapa aman benerin judul diac bikin panik tuh ngisi kertas gabole coret typo sumpah tuh ngisinya hati banget kalo keluar jatah uang makan beli kertas untung salah noda dikit banget gara bulpoinnya kering hapus jebret deh cerita segitu ya bab,-1,-1,kasih tugas 3d oke 45 kasih tau selesain bab minggu situ panik cepat aju judul biar kayak teman sumpah tuh pusing banget gambar buat kayak cari referensi putus bikin gunung rap buru ngisi gform panik salah tanggal huhuhu gapapa aman benerin judul diac bikin panik tuh ngisi kertas gabole coret typo sumpah tuh ngisinya hati banget kalo keluar jatah uang makan beli kertas untung salah noda dikit banget gara bulpoinnya kering hapus jebret deh cerita segitu ya bab,0.9917142987251282,-1
aplikasi blender lumayan rumit ajar intiinti aplikasi erti mudah,0,-1,aplikasi blender lumayan rumit ajar intiinti aplikasi erti mudah,0.8483434319496155,1
alam materi senang bangga bikin aplikasi blender hehehe baik sesuai,1,1,alam materi senang bangga bikin aplikasi blender hehehe baik sesuai,0.9931911826133728,1
matkul mgv kali masuk materi 3d materi lecturer tugas mahasiswa angkat 23 karya 3d ajar desain lantas kaget dengar tugas lecturer pikir tempuh didik s1 jurus syukur jurus tep dulunya karya 3d alhamdulillah desain karya 3d bagus teman teman bangga capai ajar mata kuliah suruh cerita alam suka materi tentu suruh kontrak ribet maksud langsung bikin desain 3d nya langsung capek capek tanggal nya temu aspr,0,1,matkul mgv kali masuk materi 3d materi lecturer tugas mahasiswa angkat 23 karya 3d ajar desain lantas kaget dengar tugas lecturer pikir tempuh didik s1 jurus syukur jurus tep dulunya karya 3d alhamdulillah desain karya 3d bagus teman teman bangga capai ajar mata kuliah suruh cerita alam suka materi tentu suruh kontrak ribet maksud langsung bikin desain 3d nya langsung capek capek tanggal nya temu aspr,0.745351254940033,-1
matkul mgv kali lecturer tugas mahasiswa angkat 23 desain 3d lecturer memberitahukan tugas kaget frustasi berfikiran ajar desain coba lihat media youtube tutorial desain karya 3d coba software blender desain 3d tarik tentu nya ribet,-1,-1,matkul mgv kali lecturer tugas mahasiswa angkat 23 desain 3d lecturer memberitahukan tugas kaget frustasi berfikiran ajar desain coba lihat media youtube tutorial desain karya 3d coba software blender desain 3d tarik tentu nya ribet,0.972850501537323,-1
modelling alam seru tambah skil kait 3d asprak komunikatif bab jalan lancar,1,1,modelling alam seru tambah skil kait 3d asprak komunikatif bab jalan lancar,0.9935092329978944,1
jujur ajar blender kali hidup bingung banget tugas hallsuisseo alam ajar suka ya asistensi alhamdulillah asisten super pol bab 1 jalan lancarsemangat 7 ab,1,1,jujur ajar blender kali hidup bingung banget tugas hallsuisseo alam ajar suka ya asistensi alhamdulillah asisten super pol bab 1 jalan lancarsemangat 7 ab,0.9680377840995787,1
suka desain 3d desain 3d gambar imajinasi nyata suka bingung buat 3d,0,1,suka desain 3d desain 3d gambar imajinasi nyata suka bingung buat 3d,0.3732238113880157,0
suka materi 3d tarik ajar terkadang bingung aplikasi imajinasi dalam bentuk 3d,0,-1,suka materi 3d tarik ajar terkadang bingung aplikasi imajinasi dalam bentuk 3d,0.5097929835319519,0
alam tarik ajar milik basic usaha kuasa praktikum kakak asisten ramah,0,1,alam tarik ajar milik basic usaha kuasa praktikum kakak asisten ramah,0.9398552775382996,1
paham blender dasar nya paham lumayan habis hal tugas paham dasar blender ya produk selesai asistensi praktikum selesai report card salah tanggal mana miskom mas assistant moga kurang skor akibat lambat deadline,0,-1,paham blender dasar nya paham lumayan habis hal tugas paham dasar blender ya produk selesai asistensi praktikum selesai report card salah tanggal mana miskom mas assistant moga kurang skor akibat lambat deadline,0.5358821153640747,1
hal kritik saran kerja modeling butuh cepat kejar deadline ngerjakan dasar nya,0,-1,hal kritik saran kerja modeling butuh cepat kejar deadline ngerjakan dasar nya,0.7644875049591064,0
kemarin asistensi pruduk bab modelling alhamdulillah mudah mendemontrasinya dasar dasar aplikasi blender,1,1,kemarin asistensi pruduk bab modelling alhamdulillah mudah mendemontrasinya dasar dasar aplikasi blender,0.5358607172966003,1
spil khawatir bingung laptop sesuai alhamdulilah beli modelling lumayan susah,1,1,spil khawatir bingung laptop sesuai alhamdulilah beli modelling lumayan susah,0.974358856678009,-1
suka ajar materi suka jiakalau bawa mouse susah bawa mouse,0,-1,suka ajar materi suka jiakalau bawa mouse susah bawa mouse,0.849520742893219,-1
susah cari benda tingkat kreativitas rendah pilih mobil judul suka mobil inspirasi internet mobil,0,-1,susah cari benda tingkat kreativitas rendah pilih mobil judul suka mobil inspirasi internet mobil,0.7263341546058655,0
ajar mgv seru banget seru nya bintang eheheheh kali ya menang garagara imgv menang cinta imgv lecturer ehe seru sih mencaricari asprak tuh kenal katingkating tambah teman seru buru bintang lecturer sulit ku bikin 3d sih toolstools nya kadang bikin bingung pakai mouse ribet huhu imgv mudah mood ku teman ngerjain bareng bareng seru kaya eheheh,1,1,ajar mgv seru banget seru nya bintang eheheheh kali ya menang garagara imgv menang cinta imgv lecturer ehe seru sih mencaricari asprak tuh kenal katingkating tambah teman seru buru bintang lecturer sulit ku bikin 3d sih toolstools nya kadang bikin bingung pakai mouse ribet huhu imgv mudah mood ku teman ngerjain bareng bareng seru kaya eheheh,0.9745423197746276,1
aju judul erti tipe media ajar 3d pilih cocok pilih produk,0,1,aju judul erti tipe media ajar 3d pilih cocok pilih produk,0.9970273375511168,0
bab modelling laksana asistensi asprak saran saran baik depan,1,1,bab modelling laksana asistensi asprak saran saran baik depan,0.9959502220153807,0
proses cari judul sulit adu cepat cari judul cadang judul terima,-1,-1,proses cari judul sulit adu cepat cari judul cadang judul terima,0.994517147541046,-1
buat modelling bingung blender kali apk buat 3 dimensi datang teman senang hati ajar guna apk sabar suka lupa,1,1,buat modelling bingung blender kali apk buat 3 dimensi datang teman senang hati ajar guna apk sabar suka lupa,0.7945173382759094,-1
alam software blender bingung beda software 2d lihat youtube tutor teman,0,-1,alam software blender bingung beda software 2d lihat youtube tutor teman,0.7310178279876709,0
bingung untung validasi lecturer challenge challenge susah modelling lancar,-1,-1,bingung untung validasi lecturer challenge challenge susah modelling lancar,0.992920458316803,-1
moga kwat deh terimakasi kakak kakak asprak sulit sabar tunggu demonstrasi,1,1,moga kwat deh terimakasi kakak kakak asprak sulit sabar tunggu demonstrasi,0.7426987886428833,1
oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke,1,1,oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke,0.9835453629493712,0
alhamdulillah habis uang uang makan minggu beli kertas elite,1,1,alhamdulillah habis uang uang makan minggu beli kertas elite,0.77207350730896,0
alam mempejalajari materi golong sulit sentuh software blender basic,0,1,alam mempejalajari materi golong sulit sentuh software blender basic,0.9830176830291748,0
coloring pusing tujuh keliling ajar coloring texturing blender kir,0,-1,coloring pusing tujuh keliling ajar coloring texturing blender kir,0.9905301928520204,-1
coloring mudah cuy gegara projek ku ikut mudah ya yaudah - moga lancar,1,1,coloring mudah cuy gegara projek ku ikut mudah ya yaudah - moga lancar,0.9723004698753356,1
bab mudah ajar bab modelling erti macammacam shortcut blender ajar youtube coloring texturing seru,1,1,bab mudah ajar bab modelling erti macammacam shortcut blender ajar youtube coloring texturing seru,0.953421413898468,1
pusing tujuh keliling coloring texturing lighting hadeuh tugas semangat,0,1,pusing tujuh keliling coloring texturing lighting hadeuh tugas semangat,0.8573546409606934,-1
lighting pusing tujuh keliling pertamakali pakai software blender moga lancar ajadeh bab bab aamiin,0,1,lighting pusing tujuh keliling pertamakali pakai software blender moga lancar ajadeh bab bab aamiin,0.922125518321991,1
alam kesan ajar modelling texturing kaya ajar hihi semangat,1,1,alam kesan ajar modelling texturing kaya ajar hihi semangat,0.9736826419830322,1
seru tambah insight sayang versi lawas lumayan susah cari referensi tutiorial,0,-1,seru tambah insight sayang versi lawas lumayan susah cari referensi tutiorial,0.8443106412887573,1
modeling jujur kali apk blender lose thingking pikir edit cari tutorial youtube diliatin pakai 025 speed biar paham alhamdulillah sesuai deadline asistensi asisten banget bantu,1,1,modeling jujur kali apk blender lose thingking pikir edit cari tutorial youtube diliatin pakai 025 speed biar paham alhamdulillah sesuai deadline asistensi asisten banget bantu,0.6669474840164185,-1
modelling ambil ajar pertama basic aplikasi blender aplikasi blender kurang ajar ambil,-1,-1,modelling ambil ajar pertama basic aplikasi blender aplikasi blender kurang ajar ambil,0.636371910572052,-1
kritik saran demonstrasi produk alam kerja milik keluh kait lambat datang asprak demonstrasi produk seringkali tunggu ganggu efisiensi demonstrasi membuangbuang saran selenggara hadir asprak demonstrasi jalan lancar aplikasi imgv alami bug ganggu alam ikut demonstrasi produk saran lapor kembang aplikasi baik tingkat kualitas lelah keroyok tugastugas saran teman peka bantu tugas tugas berat,-1,-1,kritik saran demonstrasi produk alam kerja milik keluh kait lambat datang asprak demonstrasi produk seringkali tunggu ganggu efisiensi demonstrasi membuangbuang saran selenggara hadir asprak demonstrasi jalan lancar aplikasi imgv alami bug ganggu alam ikut demonstrasi produk saran lapor kembang aplikasi baik tingkat kualitas lelah keroyok tugastugas saran teman peka bantu tugas tugas berat,0.9745166301727296,-1
seru seru revisi sabar butuh tutorial ajar mword margin biar reportku salah,0,1,seru seru revisi sabar butuh tutorial ajar mword margin biar reportku salah,0.4423392415046692,1
impostor bintang tugas imgv temanteman keliahan sifat aslinnya pulang malam revisi gapapalah moga kuatkuat ajaah,0,1,impostor bintang tugas imgv temanteman keliahan sifat aslinnya pulang malam revisi gapapalah moga kuatkuat ajaah,0.8456385731697083,1
ya allah moga laptop diri selesai tugas imgv lancar hasil sempurna telat 1 detik moga laptop ku rewel ya allah moga waras imgv selesai moga selesai bobok pikir ya allah,0,-1,ya allah moga laptop diri selesai tugas imgv lancar hasil sempurna telat 1 detik moga laptop ku rewel ya allah moga waras imgv selesai moga selesai bobok pikir ya allah,0.9011236429214478,-1
moga laptop aman lancar 3d akhirdan moga menyeleaikan tugas imgv sempurna hasil muas amin,1,1,moga laptop aman lancar 3d akhirdan moga menyeleaikan tugas imgv sempurna hasil muas amin,0.9743513464927672,1
sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar,-1,-1,sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar,0.6189832091331482,1
moga lancar kesabara tabah sabar sabar sabar sabar sabar sabar sabar si,1,1,moga lancar kesabara tabah sabar sabar sabar sabar sabar sabar sabar si,0.9612696170806884,1
bismillah nomor nomor manut alur e gusti lan sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar,0,1,bismillah nomor nomor manut alur e gusti lan sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar,0.5510896444320679,1
suka coloring seru nyatu2 warna laptop serasa ledak validasi alhamdulillah kakak baikbaik banget bantuin banget apaapa menang hehehehe terimakasih ya kakak moga hari minggu,1,1,suka coloring seru nyatu2 warna laptop serasa ledak validasi alhamdulillah kakak baikbaik banget bantuin banget apaapa menang hehehehe terimakasih ya kakak moga hari minggu,0.9940429329872132,1
alam bab texturing kepala pusing mumet karuan bingung pasuk texture 3 hari bisabisa salah mencet texturenya,-1,-1,alam bab texturing kepala pusing mumet karuan bingung pasuk texture 3 hari bisabisa salah mencet texturenya,0.9976084232330322,-1
alhamdulliilah bab coloring sulit asistensi cepat asprak mudah hubung fast respon,1,1,alhamdulliilah bab coloring sulit asistensi cepat asprak mudah hubung fast respon,0.8312332630157471,-1
modelling bab 1 lelah hahaha uras tenaga uras pikir jam tidue ubah usaha keras offering ku asa anak egois cewek ego anak suka sikap ya hehe,-1,-1,modelling bab 1 lelah hahaha uras tenaga uras pikir jam tidue ubah usaha keras offering ku asa anak egois cewek ego anak suka sikap ya hehe,0.9966488480567932,-1
pilih produk bikin binggung judul produk judul uda pakai teman teman binggung pilih judul produk,-1,-1,pilih produk bikin binggung judul produk judul uda pakai teman teman binggung pilih judul produk,0.6267932057380676,0
coloring mudah modeling proses susah menang menang 3 jam garagara laptop mati deadline h1 yaallah100x yaallah yaallah yaallah yaallah yaallah,-1,-1,coloring mudah modeling proses susah menang menang 3 jam garagara laptop mati deadline h1 yaallah100x yaallah yaallah yaallah yaallah yaallah,0.5963761806488037,1
cerita alam aju produk mudah aju judul produk meunggu ac lanjut ttd prc sih mudah bikin susah tuh ya anak ambil judul salah sih,-1,-1,cerita alam aju produk mudah aju judul produk meunggu ac lanjut ttd prc sih mudah bikin susah tuh ya anak ambil judul salah sih,0.9973176121711732,-1
coloring texturing unexpected banget tutor youtube mudah eh praktek susah otodidak 3d blender alhamdulillah gagal berkalikali hasil muas,0,1,coloring texturing unexpected banget tutor youtube mudah eh praktek susah otodidak 3d blender alhamdulillah gagal berkalikali hasil muas,0.9803037047386168,-1
alam materi tegang pilih juduk timbang babbab depan kenal buka aplikasi blender pilih judul berat depan,0,-1,alam materi tegang pilih juduk timbang babbab depan kenal buka aplikasi blender pilih judul berat depan,0.5510640144348145,0
ajar materi bab 2 i kejut tegang kali blender tools erti ajar modeling pusing desain selesai,0,1,ajar materi bab 2 i kejut tegang kali blender tools erti ajar modeling pusing desain selesai,0.9742982983589172,-1
materi kali pusing 3 malam temu solusi salah tools tekstur masuk,-1,-1,materi kali pusing 3 malam temu solusi salah tools tekstur masuk,0.9172707796096802,-1
alhamdulillah bab kali ringan texture cocok banget texturenya malahsemangat bismillah lancar ros,1,1,alhamdulillah bab kali ringan texture cocok banget texturenya malahsemangat bismillah lancar ros,0.9945830702781676,1
alhamdulillah coloring lumayan mudah daripda modelling heheasprak bab 2 asyik bantu sekalisuks kak daffa,1,1,alhamdulillah coloring lumayan mudah daripda modelling heheasprak bab 2 asyik bantu sekalisuks kak daffa,0.9843341708183287,1
alam ajar bab lighting lumayan bingung atur lighting cocok objek,-1,-1,alam ajar bab lighting lumayan bingung atur lighting cocok objek,0.5829263925552368,-1
alam ajar materi tantang teliti tepat langkah proses keluh kesah asi enjoy your proces,1,1,alam ajar materi tantang teliti tepat langkah proses keluh kesah asi enjoy your proces,0.7963045239448547,0
praktek materi proses coloring mending daripads proses modelling butuh proses asistensi kali lega revisi kumpul projek asprak ramah,1,1,praktek materi proses coloring mending daripads proses modelling butuh proses asistensi kali lega revisi kumpul projek asprak ramah,0.6557506918907166,1
bab coloring texturing seru tarik ubah ubah warna sesuai cerita kalo tugas mgv begadang huhuhu dah rasa enak tidur siang hehehe tugas seru pol,1,1,bab coloring texturing seru tarik ubah ubah warna sesuai cerita kalo tugas mgv begadang huhuhu dah rasa enak tidur siang hehehe tugas seru pol,0.995623767375946,1
bab 2 bingung bab 1 tau tempat tekstur warna objek tutor mudah bab 2,0,1,bab 2 bingung bab 1 tau tempat tekstur warna objek tutor mudah bab 2,0.9748831391334534,-1
alam 3d mana buat pikir buat senang tambah terampil editing harap moga depan mudah alhamdulillah judul divalidasi coba,1,1,alam 3d mana buat pikir buat senang tambah terampil editing harap moga depan mudah alhamdulillah judul divalidasi coba,0.6564693450927734,-1
alhamdulillah bab modeling asprak baaik banget kakak kayak ajar asih masuk moga allah mudah urus deh,1,1,alhamdulillah bab modeling asprak baaik banget kakak kayak ajar asih masuk moga allah mudah urus deh,0.9855937361717224,1
proses coloring mudah proses modelling lumayan biasa operasi blender pusing dikit its oke nama ajar,1,1,proses coloring mudah proses modelling lumayan biasa operasi blender pusing dikit its oke nama ajar,0.6670656204223633,-1
mata kuliah media gravus visual bab 2 asik senang judul project pilih lumayan mudah,1,1,mata kuliah media gravus visual bab 2 asik senang judul project pilih lumayan mudah,0.9419399499893188,1
mata kuliah inovasi media grafis visual bab 2 asik senang judul project lumayan mudah,1,1,mata kuliah inovasi media grafis visual bab 2 asik senang judul project lumayan mudah,0.919251561164856,1
mata kuliah media grafis visual mudah ajar bantu mampu bidang editing,1,1,mata kuliah media grafis visual mudah ajar bantu mampu bidang editing,0.9558055400848388,0
asistensi bikin pusing capek lelah malas serah gajadi asprak asprak slowrespon terima kasih,-1,-1,asistensi bikin pusing capek lelah malas serah gajadi asprak asprak slowrespon terima kasih,0.9819337725639344,-1
ajar materi produk yaallah yaallah yaallah alam asprak jalan,0,1,ajar materi produk yaallah yaallah yaallah alam asprak jalan,0.4702360033988952,0
ajar materi tambah ilmu desain grafis praktek susah mbuatnya yaallah yaallah yaallah astagfirullah,-1,-1,ajar materi tambah ilmu desain grafis praktek susah mbuatnya yaallah yaallah yaallah astagfirullah,0.9951632022857666,-1
capek istirahat pulkam ngulang masamasa jujurly kuat kuat kuatir ahaha becanda sungguhsungguh jurus ku pilih ehe coba teknologi didik 3 jalur garagara imgv nyerah oh bro hadap imgv sesegukan dikit eheheh asli imgv tuh seru banget tau seru mana seru isi kepala ngebul isi kepala doang laptop tahantahan semester 1 tahan stres sisa air mata nya projectproject sih u project ngoding,1,1,capek istirahat pulkam ngulang masamasa jujurly kuat kuat kuatir ahaha becanda sungguhsungguh jurus ku pilih ehe coba teknologi didik 3 jalur garagara imgv nyerah oh bro hadap imgv sesegukan dikit eheheh asli imgv tuh seru banget tau seru mana seru isi kepala ngebul isi kepala doang laptop tahantahan semester 1 tahan stres sisa air mata nya projectproject sih u project ngoding,0.9424573183059692,1
imgv senang otak suka beranganangan hehehehehehehehehehehehehehehehehehehehehehehehe,1,1,imgv senang otak suka beranganangan hehehehehehehehehehehehehehehehehehehehehehehehe,0.9392710328102112,1
jam 2 malam siang tidur alhamdulillah selesai hambat ya sih tidur pagi terimakasih imgv,1,1,jam 2 malam siang tidur alhamdulillah selesai hambat ya sih tidur pagi terimakasih imgv,0.9958211183547974,-1
tugas cari asprak ngeluh aktivitas favorit asprak banget bantu sulit nekoneko sulit asistensi best banget pokok kating kating,1,1,tugas cari asprak ngeluh aktivitas favorit asprak banget bantu sulit nekoneko sulit asistensi best banget pokok kating kating,0.9768560528755188,1
materi bab 2 coloring texturing sulit suka bab coloring texturing kreasi tentu warna karya bingung proses coloring texturing tutorial implementasi warna textur karya,0,-1,materi bab 2 coloring texturing sulit suka bab coloring texturing kreasi tentu warna karya bingung proses coloring texturing tutorial implementasi warna textur karya,0.6068307757377625,0
materi bab2 coloringtexturing mudah cepat paham bab1 bab1 kenal blender,1,1,materi bab2 coloringtexturing mudah cepat paham bab1 bab1 kenal blender,0.9661929607391356,1
ajar materi tau buat media ajar 3d kerja rumit butuh revisi,-1,-1,ajar materi tau buat media ajar 3d kerja rumit butuh revisi,0.9406384229660034,-1
bab 2 coloring takut susah alhamdulilah susah bab 1 modelling asistensi nya alhamdulilah lancar,0,1,bab 2 coloring takut susah alhamdulilah susah bab 1 modelling asistensi nya alhamdulilah lancar,0.9578553438186646,1
suka mata kuliah motivasi ajar 3 dimensi suka tekan kejar singkat mula saran untu asprak mudah asistensi bimbing revisi,1,1,suka mata kuliah motivasi ajar 3 dimensi suka tekan kejar singkat mula saran untu asprak mudah asistensi bimbing revisi,0.6531625390052795,0
alhamdulillah trial ping piro akhire finish kuis moga mudah bab 8 amin sehat sehat yer,1,1,alhamdulillah trial ping piro akhire finish kuis moga mudah bab 8 amin sehat sehat yer,0.7897990345954895,1
bab 2 senang panik dikit gara gara warna blender eh pencet hehe,0,1,bab 2 senang panik dikit gara gara warna blender eh pencet hehe,0.9891125559806824,-1
harap bab bab gampang kayak hehehehe degdegan takut eh puji mbak asprak nya heheheh terimakasih mbak,1,1,harap bab bab gampang kayak hehehehe degdegan takut eh puji mbak asprak nya heheheh terimakasih mbak,0.8796582818031311,1
pertamakali pakai aplikasi blender lumayan atas objek objek bangun rumah sulit pilih type contruction model,-1,-1,pertamakali pakai aplikasi blender lumayan atas objek objek bangun rumah sulit pilih type contruction model,0.935562789440155,0
aplikasi blender objek 3d bangun rumah pemebalajaran smk arsitektur mata ajar desaian model informasi beli 3 kertas prc mahal ajar,0,-1,aplikasi blender objek 3d bangun rumah pemebalajaran smk arsitektur mata ajar desaian model informasi beli 3 kertas prc mahal ajar,0.9915053248405457,0
alam kerja tugas imgv 3d kenal aplikasi blender ya susah faham sulit semangat coba banget sih,0,1,alam kerja tugas imgv 3d kenal aplikasi blender ya susah faham sulit semangat coba banget sih,0.6803051233291626,1
coloring mudah senang tarik senang mata kuliah inovasi media gravis visual,1,1,coloring mudah senang tarik senang mata kuliah inovasi media gravis visual,0.772003173828125,0
sebelumya milik alam ajar aplikasi blender sulit aplikasi nya bingung ajar ajar aplikasi sistem blender 3d,-1,-1,sebelumya milik alam ajar aplikasi blender sulit aplikasi nya bingung ajar ajar aplikasi sistem blender 3d,0.9808799624443054,-1
aplikasi blender tugas ajar 3d aplikasi blender ajar guna,0,1,aplikasi blender tugas ajar 3d aplikasi blender ajar guna,0.989164173603058,0
bab 2 coloring lumayan mudah texturing sulit paham sepenuh toolstools blender,0,-1,bab 2 coloring lumayan mudah texturing sulit paham sepenuh toolstools blender,0.4824742376804352,1
alam ku bab 2 susah coloring kadang saat masuk warna produk warna masuk produk texturing,-1,-1,alam ku bab 2 susah coloring kadang saat masuk warna produk warna masuk produk texturing,0.9921850562095642,-1
bab 2 ajar coloring toturial youtube teman operasi blender bab 2 kali paham terus produk asistensi demonstrasi bab coloring kali terkadang lupa tools operasi gradient,0,-1,bab 2 ajar coloring toturial youtube teman operasi blender bab 2 kali paham terus produk asistensi demonstrasi bab coloring kali terkadang lupa tools operasi gradient,0.89942866563797,0
ajar 3d butuh teliti sabar selesai tugas selesai nya,1,1,ajar 3d butuh teliti sabar selesai tugas selesai nya,0.4546685814857483,-1
ngerjain bab 2 susah banget coloring warna gradasi noise mantengin laptop pagi pagi,-1,-1,ngerjain bab 2 susah banget coloring warna gradasi noise mantengin laptop pagi pagi,0.9946980476379396,-1
bab coloring warna tekstur objek suka aplikasi material image texture sesuai uv editing,1,1,bab coloring warna tekstur objek suka aplikasi material image texture sesuai uv editing,0.6286243200302124,1
materi milik isi lengkap mudah ajar asisten praktik masuk sopan hubung,1,1,materi milik isi lengkap mudah ajar asisten praktik masuk sopan hubung,0.8956337571144104,0
bab sulit paham software blender coba video tutorial teman coba otak atik ulang objek takut bingung cari asisten praktik revisi info temanteman asisten praktik buaik balik selesai bab 1 maksimal gapapa lecturer bilang harap moga kuat,0,-1,bab sulit paham software blender coba video tutorial teman coba otak atik ulang objek takut bingung cari asisten praktik revisi info temanteman asisten praktik buaik balik selesai bab 1 maksimal gapapa lecturer bilang harap moga kuat,0.7902906537055969,-1
mgv seru asprak suka bantu tolong menolongseperti main ajar serunyaabisa kenal kating,1,1,mgv seru asprak suka bantu tolong menolongseperti main ajar serunyaabisa kenal kating,0.9002764225006104,1
aju produk jukur bimbang virus sperma timbang pilih virus corona bentuk lucu banget hihihi,1,1,aju produk jukur bimbang virus sperma timbang pilih virus corona bentuk lucu banget hihihi,0.9645866751670836,1
bab modeling asli sulit gampang ditengahtengah lumayan uras tenaga pikir revisi report zuzur wow jadi lucu fokus ngerjain revisi asprak bilang salaah ganti oren orange situ ngehnya ganti warna teks hasil revisi langsung kirim asprak asprak geleng geleng akak lihat revisi,0,1,bab modeling asli sulit gampang ditengahtengah lumayan uras tenaga pikir revisi report zuzur wow jadi lucu fokus ngerjain revisi asprak bilang salaah ganti oren orange situ ngehnya ganti warna teks hasil revisi langsung kirim asprak asprak geleng geleng akak lihat revisi,0.9740232825279236,-1
bab 2 coloringtexturing gampang susah ajar report bab seblumnya typo tulis tulis asing dimiringin dk ngoreksi banget alhamdulillah revisi 1 kali heheheheeh,1,1,bab 2 coloringtexturing gampang susah ajar report bab seblumnya typo tulis tulis asing dimiringin dk ngoreksi banget alhamdulillah revisi 1 kali heheheheeh,0.89035964012146,-1
materi suka rumput proses bentuk tanah atur suka asistensi milik alam senang asisten ramah,1,1,materi suka rumput proses bentuk tanah atur suka asistensi milik alam senang asisten ramah,0.8432236313819885,1
suka materi materi ajar proses asistensi nya aman asprak ribet sat set suka deh materi suka jadwal mepet sakit kayak,1,1,suka materi materi ajar proses asistensi nya aman asprak ribet sat set suka deh materi suka jadwal mepet sakit kayak,0.9933158755302428,1
bingung awal untung nya ajar paham warna objek warna cocok contoh acu,1,1,bingung awal untung nya ajar paham warna objek warna cocok contoh acu,0.612579882144928,-1
mata kuliah media grafis visual bab 3 senang judul project ambil rumit,1,1,mata kuliah media grafis visual bab 3 senang judul project ambil rumit,0.7153368592262268,-1
ez bos bab mudah wheheh sebelmya menang dikit ngaruh file ilanng bsimillah bintang,1,1,ez bos bab mudah wheheh sebelmya menang dikit ngaruh file ilanng bsimillah bintang,0.7741943001747131,-1
jujur tugas kewalahan susah teman teman kali awam 3d maaf teman teman moga umur sehat,-1,-1,jujur tugas kewalahan susah teman teman kali awam 3d maaf teman teman moga umur sehat,0.9573391675949096,-1
alam proses asistensi asprak ramah koordinasi atur tulis prc,1,1,alam proses asistensi asprak ramah koordinasi atur tulis prc,0.9917959570884703,0
alam seru ajar nama nama komponen baling baling helikopter erti baling baling milik komponen,0,1,alam seru ajar nama nama komponen baling baling helikopter erti baling baling milik komponen,0.9383869767189026,0
